timestamp,type,bus_id,passager_id,station,priorite
343,DEBARQUEMENT,BUS-L11-02,P200,Plateau St-Joseph,HAUTE
344,DEBARQUEMENT,BUS-L8-02,P187,Station du Cegep,HAUTE
345,EMBARQUEMENT,BUS-L3-02,P216,Carrefour de l'Estrie,NORMALE
346,EMBARQUEMENT,BUS-L3-01,P217,13e Avenue,NORMALE
347,DEBARQUEMENT,BUS-L6-01,P210,Universite de Sherbrooke,NORMALE
348,EMBARQUEMENT,BUS-L2-02,P218,Station du Cegep,NORMALE
349,EMBARQUEMENT,BUS-L7-02,P219,CHUS-Fleurimont,HAUTE
350,EMBARQUEMENT,BUS-L6-02,P220,De Lisieux,HAUTE
351,DEBARQUEMENT,BUS-L1-01,P199,Bowen Sud,NORMALE
352,EMBARQUEMENT,BUS-L11-01,P221,Plateau St-Joseph,HAUTE
353,DEBARQUEMENT,BUS-L3-01,P093,13e Avenue,NORMALE
354,EMBARQUEMENT,BUS-L8-01,P222,CHUS-Fleurimont,NORMALE
355,DEBARQUEMENT,BUS-L7-02,P107,CHUS-Fleurimont,NORMALE
356,EMBARQUEMENT,BUS-L2-01,P223,Universite de Sherbrooke,HAUTE
357,DEBARQUEMENT,BUS-L8-02,P019,Station du Cegep,NORMALE
358,EMBARQUEMENT,BUS-L11-02,P224,Universite Bishop's,HAUTE
359,EMBARQUEMENT,BUS-L4-01,P225,Carrefour de l'Estrie,NORMALE
360,EMBARQUEMENT,BUS-L2-01,P226,Universite de Sherbrooke,NORMALE
361,DEBARQUEMENT,BUS-L3-02,P128,Carrefour de l'Estrie,NORMALE
362,DEBARQUEMENT,BUS-L2-01,P159,Universite de Sherbrooke,NORMALE
363,DEBARQUEMENT,BUS-L3-02,P216,13e Avenue,NORMALE
364,EMBARQUEMENT,BUS-L6-01,P227,CHUS-Fleurimont,NORMALE
365,EMBARQUEMENT,BUS-L3-01,P228,13e Avenue,NORMALE
366,EMBARQUEMENT,BUS-L1-01,P229,Universite de Sherbrooke,NORMALE
367,EMBARQUEMENT,BUS-L7-02,P230,Andre/Hallee,HAUTE
368,EMBARQUEMENT,BUS-L2-02,P231,King Ouest,HAUTE
369,DEBARQUEMENT,BUS-L3-01,P133,Station du Cegep,HAUTE
370,EMBARQUEMENT,BUS-L6-02,P232,CHUS-Fleurimont,HAUTE
371,DEBARQUEMENT,BUS-L1-02,P109,King Ouest,NORMALE
372,EMBARQUEMENT,BUS-L8-01,P233,Universite de Sherbrooke,NORMALE
373,EMBARQUEMENT,BUS-L8-02,P234,Station du Cegep,HAUTE
374,DEBARQUEMENT,BUS-L2-01,P223,King Ouest,NORMALE
375,EMBARQUEMENT,BUS-L8-02,P235,CHUS-Fleurimont,HAUTE
376,DEBARQUEMENT,BUS-L7-01,P139,Andre/Hallee,NORMALE
377,EMBARQUEMENT,BUS-L2-02,P236,Universite Bishop's,NORMALE
378,EMBARQUEMENT,BUS-L1-02,P237,Bowen Sud,HAUTE
379,EMBARQUEMENT,BUS-L2-01,P238,Station du Cegep,NORMALE
380,DEBARQUEMENT,BUS-L2-01,P190,King Ouest,HAUTE
381,EMBARQUEMENT,BUS-L11-02,P239,Plateau St-Joseph,HAUTE
382,DEBARQUEMENT,BUS-L7-02,P092,Andre/Hallee,NORMALE
383,DEBARQUEMENT,BUS-L1-02,P157,Bowen Sud,NORMALE
384,EMBARQUEMENT,BUS-L3-01,P240,King Ouest,NORMALE
385,DEBARQUEMENT,BUS-L11-02,P201,Universite Bishop's,HAUTE
386,DEBARQUEMENT,BUS-L11-01,P055,King Ouest,NORMALE
387,DEBARQUEMENT,BUS-L2-01,P156,Universite de Sherbrooke,NORMALE
388,EMBARQUEMENT,BUS-L8-01,P241,Universite de Sherbrooke,NORMALE
389,DEBARQUEMENT,BUS-L11-01,P180,Universite Bishop's,NORMALE
390,EMBARQUEMENT,BUS-L7-02,P242,CHUS-Fleurimont,NORMALE
391,EMBARQUEMENT,BUS-L11-01,P243,King Ouest,NORMALE
392,EMBARQUEMENT,BUS-L1-02,P244,Bowen Sud,NORMALE
393,DEBARQUEMENT,BUS-L4-02,P214,Station du Cegep,HAUTE
394,DEBARQUEMENT,BUS-L6-02,P232,CHUS-Fleurimont,NORMALE
395,DEBARQUEMENT,BUS-L11-01,P198,Universite Bishop's,NORMALE
396,DEBARQUEMENT,BUS-L8-02,P183,CHUS-Fleurimont,NORMALE
397,DEBARQUEMENT,BUS-L8-01,P182,Universite de Sherbrooke,NORMALE
398,EMBARQUEMENT,BUS-L2-01,P245,Station du Cegep,NORMALE
399,EMBARQUEMENT,BUS-L2-01,P246,Universite de Sherbrooke,HAUTE
400,DEBARQUEMENT,BUS-L4-01,P079,King Ouest,NORMALE
401,EMBARQUEMENT,BUS-L3-01,P247,Carrefour de l'Estrie,NORMALE
402,DEBARQUEMENT,BUS-L4-01,P225,King Ouest,HAUTE
403,EMBARQUEMENT,BUS-L3-02,P248,King Ouest,NORMALE
404,DEBARQUEMENT,BUS-L6-02,P220,De Lisieux,NORMALE
405,DEBARQUEMENT,BUS-L6-02,P170,CHUS-Fleurimont,NORMALE
406,DEBARQUEMENT,BUS-L2-02,P231,King Ouest,HAUTE
407,EMBARQUEMENT,BUS-L6-01,P249,De Lisieux,NORMALE
408,EMBARQUEMENT,BUS-L1-01,P250,King Ouest,NORMALE
409,DEBARQUEMENT,BUS-L7-01,P205,Andre/Hallee,NORMALE
410,EMBARQUEMENT,BUS-L8-01,P251,CHUS-Fleurimont,HAUTE
411,EMBARQUEMENT,BUS-L4-02,P252,Galvin,NORMALE
412,EMBARQUEMENT,BUS-L7-01,P253,CHUS-Fleurimont,HAUTE
413,EMBARQUEMENT,BUS-L1-01,P254,King Ouest,NORMALE
414,DEBARQUEMENT,BUS-L7-01,P253,Andre/Hallee,NORMALE
415,EMBARQUEMENT,BUS-L7-01,P255,Plateau St-Joseph,NORMALE
416,DEBARQUEMENT,BUS-L3-01,P228,Carrefour de l'Estrie,HAUTE
417,DEBARQUEMENT,BUS-L11-02,P081,Plateau St-Joseph,NORMALE
418,EMBARQUEMENT,BUS-L7-01,P256,CHUS-Fleurimont,NORMALE
419,EMBARQUEMENT,BUS-L3-02,P257,Carrefour de l'Estrie,NORMALE
420,EMBARQUEMENT,BUS-L1-02,P258,Universite de Sherbrooke,NORMALE
421,DEBARQUEMENT,BUS-L7-02,P242,Andre/Hallee,HAUTE
422,EMBARQUEMENT,BUS-L6-01,P259,De Lisieux,NORMALE
423,EMBARQUEMENT,BUS-L3-02,P260,Carrefour de l'Estrie,NORMALE
424,EMBARQUEMENT,BUS-L3-01,P261,13e Avenue,HAUTE
425,EMBARQUEMENT,BUS-L8-01,P262,CHUS-Fleurimont,HAUTE
426,EMBARQUEMENT,BUS-L4-01,P263,Carrefour de l'Estrie,NORMALE
427,EMBARQUEMENT,BUS-L8-02,P264,CHUS-Fleurimont,HAUTE
428,EMBARQUEMENT,BUS-L2-02,P265,Universite Bishop's,NORMALE
429,EMBARQUEMENT,BUS-L7-02,P266,Plateau St-Joseph,NORMALE
430,EMBARQUEMENT,BUS-L3-01,P267,King Ouest,NORMALE
431,DEBARQUEMENT,BUS-L7-02,P078,CHUS-Fleurimont,HAUTE
432,EMBARQUEMENT,BUS-L2-02,P268,King Ouest,HAUTE
433,EMBARQUEMENT,BUS-L8-01,P269,Station du Cegep,NORMALE
434,EMBARQUEMENT,BUS-L1-01,P270,Carrefour de l'Estrie,NORMALE
435,DEBARQUEMENT,BUS-L2-01,P238,Station du Cegep,NORMALE
436,EMBARQUEMENT,BUS-L6-01,P271,CHUS-Fleurimont,HAUTE
437,EMBARQUEMENT,BUS-L11-02,P272,King Ouest,HAUTE
438,EMBARQUEMENT,BUS-L1-01,P273,Carrefour de l'Estrie,NORMALE
439,EMBARQUEMENT,BUS-L7-02,P274,CHUS-Fleurimont,NORMALE
440,EMBARQUEMENT,BUS-L11-02,P275,Plateau St-Joseph,HAUTE
441,EMBARQUEMENT,BUS-L1-02,P276,King Ouest,NORMALE
442,EMBARQUEMENT,BUS-L8-01,P277,CHUS-Fleurimont,HAUTE
443,EMBARQUEMENT,BUS-L3-01,P278,King Ouest,NORMALE
444,DEBARQUEMENT,BUS-L4-01,P153,King Ouest,NORMALE
445,EMBARQUEMENT,BUS-L7-02,P279,Andre/Hallee,NORMALE
446,DEBARQUEMENT,BUS-L1-02,P258,Universite de Sherbrooke,NORMALE
447,EMBARQUEMENT,BUS-L8-01,P280,CHUS-Fleurimont,HAUTE
448,EMBARQUEMENT,BUS-L1-02,P281,King Ouest,NORMALE
449,EMBARQUEMENT,BUS-L8-01,P282,Universite de Sherbrooke,NORMALE
450,DEBARQUEMENT,BUS-L1-02,P276,Universite de Sherbrooke,NORMALE
451,DEBARQUEMENT,BUS-L8-02,P235,Universite de Sherbrooke,NORMALE
452,EMBARQUEMENT,BUS-L11-02,P283,Plateau St-Joseph,NORMALE
453,DEBARQUEMENT,BUS-L7-01,P256,Plateau St-Joseph,HAUTE
454,DEBARQUEMENT,BUS-L8-02,P234,CHUS-Fleurimont,HAUTE
455,DEBARQUEMENT,BUS-L1-01,P207,Carrefour de l'Estrie,NORMALE
456,EMBARQUEMENT,BUS-L1-01,P284,King Ouest,NORMALE
457,EMBARQUEMENT,BUS-L6-02,P285,Universite de Sherbrooke,HAUTE
458,EMBARQUEMENT,BUS-L6-01,P286,Universite de Sherbrooke,HAUTE
459,EMBARQUEMENT,BUS-L1-02,P287,Bowen Sud,NORMALE
460,EMBARQUEMENT,BUS-L2-01,P288,King Ouest,NORMALE
461,EMBARQUEMENT,BUS-L7-02,P289,Plateau St-Joseph,NORMALE
462,DEBARQUEMENT,BUS-L11-02,P100,Universite Bishop's,HAUTE
463,EMBARQUEMENT,BUS-L7-01,P290,Andre/Hallee,NORMALE
464,EMBARQUEMENT,BUS-L1-01,P291,Universite de Sherbrooke,HAUTE
465,EMBARQUEMENT,BUS-L8-01,P292,Universite de Sherbrooke,NORMALE
466,EMBARQUEMENT,BUS-L6-02,P293,Universite de Sherbrooke,NORMALE
467,DEBARQUEMENT,BUS-L3-02,P257,Station du Cegep,HAUTE
468,EMBARQUEMENT,BUS-L11-01,P294,Universite Bishop's,NORMALE
469,DEBARQUEMENT,BUS-L1-01,P273,Carrefour de l'Estrie,HAUTE
470,EMBARQUEMENT,BUS-L3-01,P295,13e Avenue,NORMALE
471,EMBARQUEMENT,BUS-L8-01,P296,CHUS-Fleurimont,NORMALE
472,EMBARQUEMENT,BUS-L8-01,P297,Station du Cegep,NORMALE
473,DEBARQUEMENT,BUS-L4-01,P098,Station du Cegep,NORMALE
474,DEBARQUEMENT,BUS-L3-02,P260,Station du Cegep,HAUTE
475,EMBARQUEMENT,BUS-L11-02,P298,Plateau St-Joseph,NORMALE
476,EMBARQUEMENT,BUS-L11-02,P299,Plateau St-Joseph,NORMALE
477,DEBARQUEMENT,BUS-L1-01,P229,Bowen Sud,HAUTE
478,DEBARQUEMENT,BUS-L3-02,P248,Carrefour de l'Estrie,HAUTE
479,EMBARQUEMENT,BUS-L11-02,P300,Plateau St-Joseph,NORMALE
480,EMBARQUEMENT,BUS-L4-01,P301,Carrefour de l'Estrie,NORMALE
481,EMBARQUEMENT,BUS-L1-01,P302,Carrefour de l'Estrie,NORMALE
482,DEBARQUEMENT,BUS-L1-01,P284,Universite de Sherbrooke,NORMALE
483,EMBARQUEMENT,BUS-L4-02,P303,Galvin,NORMALE
484,EMBARQUEMENT,BUS-L3-01,P304,Station du Cegep,NORMALE
485,EMBARQUEMENT,BUS-L6-01,P305,CHUS-Fleurimont,NORMALE
486,EMBARQUEMENT,BUS-L6-01,P306,De Lisieux,HAUTE
487,EMBARQUEMENT,BUS-L2-02,P307,Station du Cegep,NORMALE
488,EMBARQUEMENT,BUS-L1-01,P308,King Ouest,NORMALE
489,EMBARQUEMENT,BUS-L3-01,P309,Carrefour de l'Estrie,HAUTE
490,DEBARQUEMENT,BUS-L4-01,P263,Carrefour de l'Estrie,HAUTE
491,DEBARQUEMENT,BUS-L4-01,P301,Galvin,NORMALE
492,EMBARQUEMENT,BUS-L1-01,P310,Carrefour de l'Estrie,NORMALE
493,EMBARQUEMENT,BUS-L3-01,P311,13e Avenue,NORMALE
494,EMBARQUEMENT,BUS-L7-01,P312,CHUS-Fleurimont,NORMALE
495,EMBARQUEMENT,BUS-L3-02,P313,13e Avenue,NORMALE
496,DEBARQUEMENT,BUS-L8-01,P173,Universite de Sherbrooke,NORMALE
497,DEBARQUEMENT,BUS-L3-01,P311,Carrefour de l'Estrie,NORMALE
498,EMBARQUEMENT,BUS-L8-01,P314,Universite de Sherbrooke,NORMALE
499,DEBARQUEMENT,BUS-L11-01,P221,King Ouest,NORMALE
500,EMBARQUEMENT,BUS-L1-01,P315,Universite de Sherbrooke,HAUTE
501,EMBARQUEMENT,BUS-L2-01,P316,Station du Cegep,NORMALE
502,DEBARQUEMENT,BUS-L1-02,P281,King Ouest,HAUTE
503,DEBARQUEMENT,BUS-L3-02,P313,King Ouest,NORMALE
504,EMBARQUEMENT,BUS-L4-01,P317,Carrefour de l'Estrie,NORMALE
505,EMBARQUEMENT,BUS-L7-02,P318,Plateau St-Joseph,NORMALE
506,EMBARQUEMENT,BUS-L8-01,P319,Universite de Sherbrooke,NORMALE
507,EMBARQUEMENT,BUS-L1-01,P320,Carrefour de l'Estrie,NORMALE
508,EMBARQUEMENT,BUS-L3-02,P321,Station du Cegep,HAUTE
509,DEBARQUEMENT,BUS-L3-01,P267,Station du Cegep,NORMALE
510,EMBARQUEMENT,BUS-L8-02,P322,Universite de Sherbrooke,NORMALE
511,EMBARQUEMENT,BUS-L2-01,P323,Universite de Sherbrooke,NORMALE
512,EMBARQUEMENT,BUS-L3-02,P324,Station du Cegep,NORMALE
513,DEBARQUEMENT,BUS-L4-02,P202,Galvin,NORMALE
514,DEBARQUEMENT,BUS-L4-02,P303,Carrefour de l'Estrie,NORMALE
515,DEBARQUEMENT,BUS-L6-02,P293,Universite de Sherbrooke,NORMALE
516,EMBARQUEMENT,BUS-L6-01,P325,Universite de Sherbrooke,NORMALE
517,DEBARQUEMENT,BUS-L8-01,P233,Station du Cegep,NORMALE
518,EMBARQUEMENT,BUS-L3-02,P326,13e Avenue,NORMALE
519,DEBARQUEMENT,BUS-L7-02,P114,CHUS-Fleurimont,HAUTE
520,EMBARQUEMENT,BUS-L4-01,P327,Galvin,NORMALE
521,EMBARQUEMENT,BUS-L7-02,P328,CHUS-Fleurimont,HAUTE
522,EMBARQUEMENT,BUS-L6-02,P329,Universite de Sherbrooke,HAUTE
523,EMBARQUEMENT,BUS-L6-02,P330,De Lisieux,NORMALE
524,EMBARQUEMENT,BUS-L1-02,P331,Carrefour de l'Estrie,NORMALE
525,DEBARQUEMENT,BUS-L4-01,P317,Carrefour de l'Estrie,NORMALE
526,DEBARQUEMENT,BUS-L4-02,P252,Station du Cegep,NORMALE
527,EMBARQUEMENT,BUS-L1-01,P332,Carrefour de l'Estrie,HAUTE
528,DEBARQUEMENT,BUS-L3-02,P326,Carrefour de l'Estrie,NORMALE
529,EMBARQUEMENT,BUS-L3-02,P333,Station du Cegep,HAUTE
530,EMBARQUEMENT,BUS-L1-02,P334,Universite de Sherbrooke,NORMALE
531,EMBARQUEMENT,BUS-L6-01,P335,Universite de Sherbrooke,HAUTE
532,DEBARQUEMENT,BUS-L2-02,P105,Universite Bishop's,NORMALE
533,DEBARQUEMENT,BUS-L11-02,P203,Plateau St-Joseph,NORMALE
534,EMBARQUEMENT,BUS-L3-02,P336,Carrefour de l'Estrie,NORMALE
535,DEBARQUEMENT,BUS-L3-02,P324,13e Avenue,HAUTE
536,EMBARQUEMENT,BUS-L4-01,P337,King Ouest,HAUTE
537,EMBARQUEMENT,BUS-L1-02,P338,Carrefour de l'Estrie,NORMALE
538,EMBARQUEMENT,BUS-L4-01,P339,Station du Cegep,NORMALE
539,EMBARQUEMENT,BUS-L7-01,P340,CHUS-Fleurimont,NORMALE
540,EMBARQUEMENT,BUS-L11-02,P341,Universite Bishop's,NORMALE
541,EMBARQUEMENT,BUS-L8-01,P342,Universite de Sherbrooke,NORMALE
542,EMBARQUEMENT,BUS-L6-01,P343,Universite de Sherbrooke,NORMALE
543,EMBARQUEMENT,BUS-L8-02,P344,Station du Cegep,NORMALE
544,EMBARQUEMENT,BUS-L8-02,P345,CHUS-Fleurimont,NORMALE
545,DEBARQUEMENT,BUS-L8-02,P345,Universite de Sherbrooke,NORMALE
546,DEBARQUEMENT,BUS-L6-01,P343,De Lisieux,HAUTE
547,EMBARQUEMENT,BUS-L6-01,P346,Universite de Sherbrooke,NORMALE
548,DEBARQUEMENT,BUS-L11-01,P243,Plateau St-Joseph,HAUTE
549,DEBARQUEMENT,BUS-L6-02,P118,Universite de Sherbrooke,NORMALE
550,DEBARQUEMENT,BUS-L4-02,P208,Galvin,NORMALE
551,DEBARQUEMENT,BUS-L6-01,P286,Universite de Sherbrooke,NORMALE
552,EMBARQUEMENT,BUS-L3-02,P347,King Ouest,NORMALE
553,EMBARQUEMENT,BUS-L8-01,P348,Station du Cegep,HAUTE
554,DEBARQUEMENT,BUS-L6-01,P249,Universite de Sherbrooke,NORMALE
555,EMBARQUEMENT,BUS-L2-02,P349,Universite de Sherbrooke,HAUTE
556,DEBARQUEMENT,BUS-L7-01,P340,Andre/Hallee,HAUTE
557,DEBARQUEMENT,BUS-L1-02,P331,Carrefour de l'Estrie,NORMALE
558,DEBARQUEMENT,BUS-L4-01,P339,Galvin,NORMALE
559,EMBARQUEMENT,BUS-L6-02,P350,De Lisieux,NORMALE
560,EMBARQUEMENT,BUS-L4-01,P351,Carrefour de l'Estrie,NORMALE
561,EMBARQUEMENT,BUS-L3-01,P352,Carrefour de l'Estrie,NORMALE
562,EMBARQUEMENT,BUS-L3-02,P353,Station du Cegep,NORMALE
563,EMBARQUEMENT,BUS-L6-01,P354,De Lisieux,HAUTE
564,DEBARQUEMENT,BUS-L11-01,P294,King Ouest,NORMALE
565,DEBARQUEMENT,BUS-L4-02,P209,Galvin,NORMALE
566,DEBARQUEMENT,BUS-L7-01,P290,Plateau St-Joseph,NORMALE
567,DEBARQUEMENT,BUS-L11-01,P175,Universite Bishop's,NORMALE
568,EMBARQUEMENT,BUS-L4-02,P355,King Ouest,NORMALE
569,EMBARQUEMENT,BUS-L7-02,P356,Plateau St-Joseph,NORMALE
570,DEBARQUEMENT,BUS-L2-02,P029,Station du Cegep,NORMALE
571,DEBARQUEMENT,BUS-L2-02,P161,Universite Bishop's,NORMALE
572,EMBARQUEMENT,BUS-L4-02,P357,King Ouest,HAUTE
573,EMBARQUEMENT,BUS-L8-02,P358,Universite de Sherbrooke,NORMALE
574,DEBARQUEMENT,BUS-L4-01,P337,Galvin,HAUTE
575,EMBARQUEMENT,BUS-L4-01,P359,King Ouest,NORMALE
576,DEBARQUEMENT,BUS-L7-02,P274,CHUS-Fleurimont,HAUTE
577,DEBARQUEMENT,BUS-L4-01,P327,Station du Cegep,NORMALE
578,EMBARQUEMENT,BUS-L6-01,P360,Universite de Sherbrooke,NORMALE
579,EMBARQUEMENT,BUS-L3-02,P361,Carrefour de l'Estrie,NORMALE
580,DEBARQUEMENT,BUS-L3-02,P347,Station du Cegep,HAUTE
581,DEBARQUEMENT,BUS-L6-02,P063,De Lisieux,NORMALE
582,EMBARQUEMENT,BUS-L11-01,P362,Universite Bishop's,NORMALE
583,DEBARQUEMENT,BUS-L11-01,P362,Plateau St-Joseph,NORMALE
584,EMBARQUEMENT,BUS-L4-02,P363,Galvin,NORMALE
585,EMBARQUEMENT,BUS-L8-01,P364,CHUS-Fleurimont,NORMALE
586,DEBARQUEMENT,BUS-L11-02,P162,Plateau St-Joseph,NORMALE
587,EMBARQUEMENT,BUS-L11-02,P365,Universite Bishop's,NORMALE
588,DEBARQUEMENT,BUS-L6-02,P330,Universite de Sherbrooke,NORMALE
589,DEBARQUEMENT,BUS-L7-02,P219,Andre/Hallee,NORMALE
590,EMBARQUEMENT,BUS-L11-01,P366,Plateau St-Joseph,NORMALE
591,DEBARQUEMENT,BUS-L2-01,P316,Station du Cegep,NORMALE
592,DEBARQUEMENT,BUS-L6-02,P285,Universite de Sherbrooke,HAUTE
593,DEBARQUEMENT,BUS-L4-02,P363,Carrefour de l'Estrie,NORMALE
594,DEBARQUEMENT,BUS-L6-02,P350,CHUS-Fleurimont,NORMALE
595,DEBARQUEMENT,BUS-L8-01,P314,Station du Cegep,NORMALE
596,EMBARQUEMENT,BUS-L8-02,P367,Universite de Sherbrooke,NORMALE
597,EMBARQUEMENT,BUS-L6-02,P368,Universite de Sherbrooke,NORMALE
598,DEBARQUEMENT,BUS-L2-02,P178,King Ouest,NORMALE
599,EMBARQUEMENT,BUS-L11-02,P369,King Ouest,NORMALE
600,DEBARQUEMENT,BUS-L3-01,P240,King Ouest,HAUTE
601,DEBARQUEMENT,BUS-L6-02,P329,De Lisieux,HAUTE
602,DEBARQUEMENT,BUS-L3-02,P361,Station du Cegep,NORMALE
603,EMBARQUEMENT,BUS-L3-01,P370,King Ouest,HAUTE
604,EMBARQUEMENT,BUS-L7-02,P371,CHUS-Fleurimont,NORMALE
605,EMBARQUEMENT,BUS-L1-01,P372,King Ouest,NORMALE
606,DEBARQUEMENT,BUS-L11-02,P298,Plateau St-Joseph,NORMALE
607,DEBARQUEMENT,BUS-L7-02,P062,Plateau St-Joseph,NORMALE
608,EMBARQUEMENT,BUS-L1-02,P373,King Ouest,NORMALE
609,EMBARQUEMENT,BUS-L11-01,P374,King Ouest,NORMALE
610,EMBARQUEMENT,BUS-L6-02,P375,Universite de Sherbrooke,HAUTE
611,DEBARQUEMENT,BUS-L4-02,P355,Carrefour de l'Estrie,HAUTE
612,DEBARQUEMENT,BUS-L6-02,P195,De Lisieux,HAUTE
613,DEBARQUEMENT,BUS-L11-02,P197,Plateau St-Joseph,NORMALE
614,EMBARQUEMENT,BUS-L3-02,P376,King Ouest,NORMALE
615,EMBARQUEMENT,BUS-L11-01,P377,Plateau St-Joseph,NORMALE
616,DEBARQUEMENT,BUS-L7-01,P255,Andre/Hallee,HAUTE
617,EMBARQUEMENT,BUS-L4-02,P378,Station du Cegep,HAUTE
618,DEBARQUEMENT,BUS-L1-01,P150,Carrefour de l'Estrie,HAUTE
619,EMBARQUEMENT,BUS-L8-01,P379,Station du Cegep,NORMALE
620,DEBARQUEMENT,BUS-L11-01,P366,King Ouest,NORMALE
621,EMBARQUEMENT,BUS-L8-02,P380,Station du Cegep,HAUTE
622,EMBARQUEMENT,BUS-L4-01,P381,Carrefour de l'Estrie,NORMALE
623,EMBARQUEMENT,BUS-L7-01,P382,CHUS-Fleurimont,NORMALE
624,DEBARQUEMENT,BUS-L11-01,P377,Universite Bishop's,NORMALE
625,EMBARQUEMENT,BUS-L8-02,P383,Universite de Sherbrooke,NORMALE
626,DEBARQUEMENT,BUS-L8-01,P342,CHUS-Fleurimont,HAUTE
627,DEBARQUEMENT,BUS-L6-02,P375,Universite de Sherbrooke,NORMALE
628,EMBARQUEMENT,BUS-L7-01,P384,Plateau St-Joseph,HAUTE
629,DEBARQUEMENT,BUS-L8-02,P344,Station du Cegep,NORMALE
630,EMBARQUEMENT,BUS-L7-02,P385,CHUS-Fleurimont,HAUTE
631,DEBARQUEMENT,BUS-L8-01,P241,Universite de Sherbrooke,NORMALE
632,EMBARQUEMENT,BUS-L3-02,P386,Station du Cegep,NORMALE
633,EMBARQUEMENT,BUS-L4-02,P387,Station du Cegep,HAUTE
634,EMBARQUEMENT,BUS-L4-02,P388,Carrefour de l'Estrie,NORMALE
635,DEBARQUEMENT,BUS-L7-01,P312,CHUS-Fleurimont,HAUTE
636,EMBARQUEMENT,BUS-L6-02,P389,CHUS-Fleurimont,NORMALE
637,EMBARQUEMENT,BUS-L7-02,P390,Andre/Hallee,HAUTE
638,DEBARQUEMENT,BUS-L11-02,P341,Universite Bishop's,HAUTE
639,DEBARQUEMENT,BUS-L11-01,P374,King Ouest,NORMALE
640,EMBARQUEMENT,BUS-L4-02,P391,Carrefour de l'Estrie,HAUTE
641,EMBARQUEMENT,BUS-L6-02,P392,De Lisieux,NORMALE
642,DEBARQUEMENT,BUS-L3-01,P352,Station du Cegep,NORMALE
643,EMBARQUEMENT,BUS-L8-01,P393,Universite de Sherbrooke,HAUTE
644,EMBARQUEMENT,BUS-L7-01,P394,Plateau St-Joseph,NORMALE
645,EMBARQUEMENT,BUS-L1-02,P395,Carrefour de l'Estrie,NORMALE
646,EMBARQUEMENT,BUS-L8-02,P396,Universite de Sherbrooke,NORMALE
647,DEBARQUEMENT,BUS-L3-02,P386,Station du Cegep,NORMALE
648,DEBARQUEMENT,BUS-L2-02,P265,Station du Cegep,NORMALE
649,EMBARQUEMENT,BUS-L4-02,P397,Galvin,NORMALE
650,DEBARQUEMENT,BUS-L11-02,P365,Plateau St-Joseph,NORMALE
651,EMBARQUEMENT,BUS-L1-02,P398,Carrefour de l'Estrie,HAUTE
652,DEBARQUEMENT,BUS-L4-01,P381,Carrefour de l'Estrie,NORMALE
653,EMBARQUEMENT,BUS-L2-02,P399,Universite Bishop's,NORMALE
654,EMBARQUEMENT,BUS-L8-01,P400,Universite de Sherbrooke,NORMALE
655,DEBARQUEMENT,BUS-L2-01,P245,Universite Bishop's,NORMALE
656,DEBARQUEMENT,BUS-L4-02,P388,Carrefour de l'Estrie,NORMALE
657,EMBARQUEMENT,BUS-L2-02,P401,Universite de Sherbrooke,NORMALE
658,DEBARQUEMENT,BUS-L2-01,P323,Station du Cegep,HAUTE
659,DEBARQUEMENT,BUS-L6-02,P392,De Lisieux,NORMALE
660,EMBARQUEMENT,BUS-L8-01,P402,Station du Cegep,HAUTE
661,DEBARQUEMENT,BUS-L8-02,P383,Universite de Sherbrooke,HAUTE
662,DEBARQUEMENT,BUS-L7-02,P356,Plateau St-Joseph,NORMALE
663,DEBARQUEMENT,BUS-L6-01,P306,CHUS-Fleurimont,NORMALE
664,DEBARQUEMENT,BUS-L2-01,P246,Universite Bishop's,NORMALE
665,EMBARQUEMENT,BUS-L11-02,P403,King Ouest,HAUTE
666,DEBARQUEMENT,BUS-L7-01,P382,Andre/Hallee,HAUTE
667,DEBARQUEMENT,BUS-L7-02,P289,Andre/Hallee,NORMALE
668,EMBARQUEMENT,BUS-L11-01,P404,King Ouest,NORMALE
669,EMBARQUEMENT,BUS-L6-02,P405,Universite de Sherbrooke,NORMALE
670,EMBARQUEMENT,BUS-L2-02,P406,King Ouest,NORMALE
671,DEBARQUEMENT,BUS-L1-02,P398,Carrefour de l'Estrie,HAUTE
672,EMBARQUEMENT,BUS-L6-02,P407,De Lisieux,NORMALE
673,DEBARQUEMENT,BUS-L6-01,P259,Universite de Sherbrooke,NORMALE
674,DEBARQUEMENT,BUS-L3-01,P295,13e Avenue,NORMALE
675,EMBARQUEMENT,BUS-L3-01,P408,Station du Cegep,NORMALE
676,EMBARQUEMENT,BUS-L11-01,P409,Universite Bishop's,HAUTE
677,EMBARQUEMENT,BUS-L1-01,P410,Bowen Sud,HAUTE
678,EMBARQUEMENT,BUS-L3-01,P411,Station du Cegep,NORMALE
679,DEBARQUEMENT,BUS-L8-02,P196,Station du Cegep,NORMALE
680,DEBARQUEMENT,BUS-L1-01,P308,King Ouest,NORMALE
681,DEBARQUEMENT,BUS-L1-01,P121,King Ouest,NORMALE
682,DEBARQUEMENT,BUS-L7-01,P394,CHUS-Fleurimont,NORMALE
683,DEBARQUEMENT,BUS-L4-02,P357,King Ouest,NORMALE
684,EMBARQUEMENT,BUS-L8-01,P412,Universite de Sherbrooke,NORMALE
685,DEBARQUEMENT,BUS-L4-02,P391,King Ouest,NORMALE
